"dist_num","mean","median","p75","p90","p95","p975","p99"
"2305",0.0312852566752828,0.0155985591976987,0.0436237763637045,0.085869285160507,0.116594119229407,0.149735346262077,0.16755688452569
"2306",0.0329841245348524,0.0169493355583985,0.0459457093098482,0.0915138822550073,0.126104977386032,0.153852495053877,0.176826156551914
"2307",0.0424513899217096,0.019377468857929,0.0603558508839034,0.12455193220283,0.165974230655904,0.206820798516466,0.226048718206131
"2308",0.0369948511857623,0.0252822146500233,0.0558526711554156,0.0881717448667415,0.113966529453541,0.13562420903185,0.154684568854487
"2309",0.0442161596597516,0.0379208722289227,0.065441621348251,0.0951364703616898,0.111958184874225,0.128345986248311,0.139879724496663
"2310",0.0358491013089161,0.0162328433351486,0.0508788128272268,0.0999327077029181,0.136662930160254,0.176722290791826,0.194075585785876
"2311",0.0533132523218228,0.0244079466822531,0.076112394767649,0.15590947568129,0.205057765522022,0.249196059995398,0.260367063262072
"2312",0.0399277853491669,0.0171043639889114,0.0595923155120223,0.119335673276268,0.160448660778512,0.185205201839116,0.213760453979168
"2313",0.0309018771203582,0.0138944503809764,0.0415872652869336,0.0906955954805466,0.120554089877235,0.14432113876766,0.16524872419813
"2400",0.0277271633443415,0.0109022426891733,0.0363385758499143,0.0780521281762936,0.111018138181476,0.1415359757921,0.174045205867044
"2500",0.0375593243100668,0.0190493852399061,0.0545921420389878,0.10103535569308,0.137966466741296,0.17100861155962,0.203532009726557
"2601",0.0614934567269106,0.0509115623488084,0.0955880320536415,0.133498841126342,0.156900047775235,0.170741704911809,0.188777802114003
"2602",0.0521911286370847,0.0383054225692683,0.0803914216187752,0.119313471862088,0.145255207417902,0.159468972118692,0.183222225018641
"2603",0.0545345659631768,0.040859267797578,0.0868075924118085,0.123482239813315,0.14945906063703,0.168256951315519,0.188157249986364
